call_id,date,daily_caller,call_started,call_answered,call_ended,wait_length,service_length,meets_standard,call_type
49,01/01/2021,49,"11:28:40 AM","11:28:40 AM","11:30:51 AM",0,131,TRUE,0
50,01/01/2021,50,"11:31:57 AM","11:31:57 AM","11:33:55 AM",0,118,TRUE,1
51,01/01/2021,51,"11:36:07 AM","11:36:07 AM","11:42:25 AM",0,378,TRUE,1
52,01/01/2021,52,"11:36:19 AM","11:36:19 AM","11:43:54 AM",0,455,TRUE,0
53,01/01/2021,53,"11:37:49 AM","11:37:49 AM","11:37:54 AM",0,5,TRUE,0
54,01/01/2021,54,"11:42:18 AM","11:42:18 AM","11:50:03 AM",0,465,TRUE,1
55,01/01/2021,55,"11:45:03 AM","11:45:03 AM","11:46:41 AM",0,98,TRUE,2
56,01/01/2021,56,"11:45:21 AM","11:45:21 AM","11:49:13 AM",0,232,TRUE,1
57,01/01/2021,57,"11:49:05 AM","11:49:05 AM","11:57:05 AM",0,480,TRUE,2
58,01/01/2021,58,"11:55:09 AM","11:55:09 AM","11:57:51 AM",0,162,TRUE,0
59,01/01/2021,59,"11:56:45 AM","11:56:45 AM","12:05:17 PM",0,512,TRUE,0
60,01/01/2021,60,"11:59:48 AM","11:59:48 AM","12:03:24 PM",0,216,TRUE,1
61,01/01/2021,61,"12:03:57 PM","12:03:57 PM","12:08:34 PM",0,277,TRUE,2
62,01/01/2021,62,"12:08:13 PM","12:08:13 PM","12:08:16 PM",0,3,TRUE,1
63,01/01/2021,63,"12:14:28 PM","12:14:28 PM","12:17:11 PM",0,163,TRUE,1
64,01/01/2021,64,"12:14:59 PM","12:14:59 PM","12:24:06 PM",0,547,TRUE,1
65,01/01/2021,65,"12:16:43 PM","12:16:43 PM","12:17:08 PM",0,25,TRUE,1
66,01/01/2021,66,"12:26:38 PM","12:26:38 PM","12:27:16 PM",0,38,TRUE,0
67,01/01/2021,67,"12:28:23 PM","12:28:23 PM","12:43:14 PM",0,891,TRUE,1
68,01/01/2021,68,"12:32:14 PM","12:32:14 PM","12:32:17 PM",0,3,TRUE,1
69,01/01/2021,69,"12:42:19 PM","12:42:19 PM","12:44:44 PM",0,146,TRUE,1
70,01/01/2021,70,"12:42:29 PM","12:42:29 PM","12:51:57 PM",0,569,TRUE,1
71,01/01/2021,71,"12:44:03 PM","12:44:03 PM","12:48:28 PM",0,264,TRUE,0
72,01/01/2021,72,"12:47:27 PM","12:47:27 PM","12:52:17 PM",0,289,TRUE,1
73,01/01/2021,73,"12:48:54 PM","12:48:54 PM","12:50:02 PM",0,68,TRUE,1
74,01/01/2021,74,"12:52:00 PM","12:52:00 PM","12:54:17 PM",0,137,TRUE,2
75,01/01/2021,75,"12:55:42 PM","12:55:42 PM","1:00:34 PM",0,292,TRUE,0
76,01/01/2021,76,"12:56:38 PM","12:56:38 PM","1:04:20 PM",0,462,TRUE,2
77,01/01/2021,77,"1:03:51 PM","1:03:51 PM","1:17:49 PM",0,837,TRUE,1
78,01/01/2021,78,"1:07:29 PM","1:07:29 PM","1:08:45 PM",0,76,TRUE,0
79,01/01/2021,79,"1:10:32 PM","1:10:32 PM","1:11:14 PM",0,42,TRUE,0
80,01/01/2021,80,"1:15:42 PM","1:15:42 PM","1:19:51 PM",0,249,TRUE,1
81,01/01/2021,81,"1:26:19 PM","1:26:19 PM","1:49:23 PM",0,1384,TRUE,2
82,01/01/2021,82,"1:32:14 PM","1:32:14 PM","1:39:07 PM",0,414,TRUE,1
83,01/01/2021,83,"1:38:38 PM","1:38:38 PM","1:39:47 PM",0,69,TRUE,0
84,01/01/2021,84,"1:43:29 PM","1:43:29 PM","2:08:50 PM",0,1521,TRUE,0
85,01/01/2021,85,"1:48:25 PM","1:48:25 PM","1:50:03 PM",0,98,TRUE,2
86,01/01/2021,86,"1:52:34 PM","1:52:34 PM","2:03:19 PM",0,645,TRUE,2
87,01/01/2021,87,"1:55:12 PM","1:55:12 PM","1:55:51 PM",0,39,TRUE,1
88,01/01/2021,88,"2:01:05 PM","2:01:05 PM","2:04:35 PM",0,210,TRUE,1
89,01/01/2021,89,"2:09:53 PM","2:09:53 PM","2:10:42 PM",0,49,TRUE,0
90,01/01/2021,90,"2:10:01 PM","2:10:01 PM","2:11:25 PM",0,84,TRUE,1
91,01/01/2021,91,"2:11:42 PM","2:11:42 PM","2:16:11 PM",0,269,TRUE,2
92,01/01/2021,92,"2:11:59 PM","2:11:59 PM","2:12:27 PM",0,28,TRUE,2
93,01/01/2021,93,"2:13:16 PM","2:13:16 PM","2:15:37 PM",0,141,TRUE,0
94,01/01/2021,94,"2:15:26 PM","2:15:26 PM","2:18:09 PM",0,163,TRUE,1
95,01/01/2021,95,"2:15:28 PM","2:15:28 PM","2:18:37 PM",0,189,TRUE,0
96,01/01/2021,96,"2:23:38 PM","2:23:38 PM","2:28:45 PM",0,308,TRUE,1
97,01/01/2021,97,"2:25:24 PM","2:25:24 PM","2:26:28 PM",0,64,TRUE,0
98,01/01/2021,98,"2:27:34 PM","2:27:34 PM","2:37:15 PM",0,580,TRUE,1
99,01/01/2021,99,"2:29:15 PM","2:29:15 PM","2:29:50 PM",0,35,TRUE,0
100,01/01/2021,100,"2:37:03 PM","2:37:03 PM","2:39:24 PM",0,141,TRUE,1
101,01/01/2021,101,"2:40:39 PM","2:40:39 PM","2:41:14 PM",0,35,TRUE,2
102,01/01/2021,102,"2:44:41 PM","2:44:41 PM","2:48:46 PM",0,244,TRUE,1
103,01/01/2021,103,"2:45:17 PM","2:45:17 PM","2:49:16 PM",0,239,TRUE,0
104,01/01/2021,104,"2:46:22 PM","2:46:22 PM","2:48:01 PM",0,100,TRUE,1
105,01/01/2021,105,"2:48:18 PM","2:48:18 PM","2:51:29 PM",0,191,TRUE,0
106,01/01/2021,106,"2:50:42 PM","2:50:42 PM","2:52:27 PM",0,104,TRUE,1
107,01/01/2021,107,"2:52:32 PM","2:52:32 PM","2:58:30 PM",0,359,TRUE,1
108,01/01/2021,108,"2:57:33 PM","2:57:33 PM","2:59:11 PM",0,98,TRUE,1
109,01/01/2021,109,"3:01:09 PM","3:01:09 PM","3:02:31 PM",0,82,TRUE,1
110,01/01/2021,110,"3:12:59 PM","3:12:59 PM","3:15:23 PM",0,144,TRUE,2
111,01/01/2021,111,"3:14:00 PM","3:14:00 PM","3:21:46 PM",0,466,TRUE,0
112,01/01/2021,112,"3:20:04 PM","3:20:04 PM","3:26:40 PM",0,396,TRUE,1
113,01/01/2021,113,"3:24:53 PM","3:24:53 PM","3:29:46 PM",0,293,TRUE,2
114,01/01/2021,114,"3:28:45 PM","3:28:45 PM","3:29:07 PM",0,23,TRUE,1
115,01/01/2021,115,"3:31:19 PM","3:31:19 PM","3:44:24 PM",0,786,TRUE,1
116,01/01/2021,116,"3:36:03 PM","3:36:03 PM","3:42:41 PM",0,398,TRUE,0
117,01/01/2021,117,"3:40:06 PM","3:40:06 PM","3:44:08 PM",0,242,TRUE,1
118,01/01/2021,118,"3:45:26 PM","3:45:26 PM","3:45:51 PM",0,25,TRUE,1
119,01/01/2021,119,"3:48:00 PM","3:48:00 PM","3:48:27 PM",0,27,TRUE,0
120,01/01/2021,120,"3:57:47 PM","3:57:47 PM","3:59:31 PM",0,104,TRUE,1
121,01/01/2021,121,"4:01:34 PM","4:01:34 PM","4:07:31 PM",0,357,TRUE,1
122,01/01/2021,122,"4:02:40 PM","4:02:40 PM","4:10:29 PM",0,469,TRUE,1
123,01/01/2021,123,"4:04:17 PM","4:04:17 PM","4:04:32 PM",0,14,TRUE,1
124,01/01/2021,124,"4:04:35 PM","4:04:35 PM","4:05:13 PM",0,39,TRUE,1
125,01/01/2021,125,"4:05:44 PM","4:05:44 PM","4:13:34 PM",0,470,TRUE,2
126,01/01/2021,126,"4:19:27 PM","4:19:27 PM","4:22:41 PM",0,194,TRUE,2
127,01/01/2021,127,"4:21:43 PM","4:21:43 PM","4:26:46 PM",0,303,TRUE,1
128,01/01/2021,128,"4:22:24 PM","4:22:24 PM","4:26:31 PM",0,247,TRUE,2
129,01/01/2021,129,"4:32:29 PM","4:32:29 PM","4:36:00 PM",0,210,TRUE,0
130,01/01/2021,130,"4:37:36 PM","4:37:36 PM","4:46:39 PM",0,543,TRUE,1
131,01/01/2021,131,"4:45:07 PM","4:45:07 PM","4:57:22 PM",0,735,TRUE,2
132,01/01/2021,132,"4:51:02 PM","4:51:02 PM","5:10:03 PM",0,1141,TRUE,0
133,01/01/2021,133,"4:53:58 PM","4:53:58 PM","5:01:56 PM",0,478,TRUE,1
134,01/01/2021,134,"4:54:24 PM","4:54:24 PM","4:54:58 PM",0,34,TRUE,0
135,01/01/2021,135,"5:00:47 PM","5:00:47 PM","5:03:20 PM",0,153,TRUE,1
136,01/01/2021,136,"5:03:27 PM","5:03:27 PM","5:05:04 PM",0,97,TRUE,1
137,01/01/2021,137,"5:05:08 PM","5:05:08 PM","5:07:47 PM",0,159,TRUE,1
138,01/01/2021,138,"5:11:17 PM","5:11:17 PM","5:18:55 PM",0,459,TRUE,1
139,01/01/2021,139,"5:28:48 PM","5:28:48 PM","5:29:39 PM",0,52,TRUE,1
140,01/01/2021,140,"5:30:19 PM","5:30:19 PM","5:32:23 PM",0,124,TRUE,1
141,01/01/2021,141,"5:31:47 PM","5:31:47 PM","5:38:39 PM",0,412,TRUE,0
142,01/01/2021,142,"5:32:56 PM","5:32:56 PM","5:33:14 PM",0,18,TRUE,2
143,01/01/2021,143,"5:33:15 PM","5:33:15 PM","5:39:28 PM",0,373,TRUE,1
144,01/01/2021,144,"5:38:43 PM","5:38:43 PM","5:43:42 PM",0,298,TRUE,0
145,01/01/2021,145,"5:49:28 PM","5:49:28 PM","5:51:46 PM",0,139,TRUE,1
146,01/01/2021,146,"5:54:24 PM","5:54:24 PM","5:56:19 PM",0,115,TRUE,1
147,04/01/2021,1,"8:00:00 AM","8:00:00 AM","8:04:52 AM",0,293,TRUE,1
148,04/01/2021,2,"8:00:22 AM","8:00:22 AM","8:01:11 AM",0,48,TRUE,0
149,04/01/2021,3,"8:00:38 AM","8:00:38 AM","8:03:33 AM",0,175,TRUE,2
150,04/01/2021,4,"8:02:49 AM","8:02:49 AM","8:04:10 AM",0,81,TRUE,1
151,04/01/2021,5,"8:03:34 AM","8:03:34 AM","8:04:04 AM",0,31,TRUE,2
152,04/01/2021,6,"8:07:27 AM","8:07:27 AM","8:08:05 AM",0,38,TRUE,0
153,04/01/2021,7,"8:25:36 AM","8:25:36 AM","8:33:56 AM",0,500,TRUE,1
154,04/01/2021,8,"8:31:31 AM","8:31:31 AM","8:36:08 AM",0,277,TRUE,1
155,04/01/2021,9,"8:33:52 AM","8:33:52 AM","8:36:46 AM",0,174,TRUE,0
156,04/01/2021,10,"8:36:20 AM","8:36:20 AM","8:38:58 AM",0,158,TRUE,1
157,04/01/2021,11,"8:45:44 AM","8:45:44 AM","8:49:08 AM",0,204,TRUE,2
158,04/01/2021,12,"8:45:45 AM","8:45:45 AM","8:58:17 AM",0,752,TRUE,1
159,04/01/2021,13,"8:51:21 AM","8:51:21 AM","8:56:16 AM",0,295,TRUE,1
160,04/01/2021,14,"9:08:03 AM","9:08:03 AM","9:12:10 AM",0,247,TRUE,1
161,04/01/2021,15,"9:13:30 AM","9:13:30 AM","9:26:18 AM",0,768,TRUE,1
162,04/01/2021,16,"9:21:10 AM","9:21:10 AM","9:24:27 AM",0,197,TRUE,0
163,04/01/2021,17,"9:24:10 AM","9:24:10 AM","9:42:54 AM",0,1124,TRUE,0
164,04/01/2021,18,"9:25:03 AM","9:25:03 AM","9:31:26 AM",0,383,TRUE,1
165,04/01/2021,19,"9:27:21 AM","9:27:21 AM","9:31:07 AM",0,225,TRUE,1
166,04/01/2021,20,"9:45:34 AM","9:45:34 AM","9:45:42 AM",0,8,TRUE,0
167,04/01/2021,21,"10:01:06 AM","10:01:06 AM","10:03:43 AM",0,157,TRUE,1
168,04/01/2021,22,"10:02:57 AM","10:02:57 AM","10:18:02 AM",0,904,TRUE,0
169,04/01/2021,23,"10:03:16 AM","10:03:16 AM","10:09:59 AM",0,402,TRUE,2
170,04/01/2021,24,"10:08:37 AM","10:08:37 AM","10:09:48 AM",0,70,TRUE,1
171,04/01/2021,25,"10:13:01 AM","10:13:01 AM","10:14:20 AM",0,78,TRUE,1
172,04/01/2021,26,"10:14:35 AM","10:14:35 AM","10:26:46 AM",0,731,TRUE,1
173,04/01/2021,27,"10:17:41 AM","10:17:41 AM","10:17:53 AM",0,12,TRUE,1
174,04/01/2021,28,"10:34:11 AM","10:34:11 AM","10:39:34 AM",0,323,TRUE,1
175,04/01/2021,29,"10:35:14 AM","10:35:14 AM","10:41:41 AM",0,388,TRUE,1
176,04/01/2021,30,"10:41:16 AM","10:41:16 AM","10:42:20 AM",0,64,TRUE,1
177,04/01/2021,31,"10:49:01 AM","10:49:01 AM","10:50:49 AM",0,108,TRUE,2
178,04/01/2021,32,"10:50:10 AM","10:50:10 AM","11:00:23 AM",0,613,TRUE,1
179,04/01/2021,33,"10:57:33 AM","10:57:33 AM","10:57:38 AM",0,6,TRUE,2
180,04/01/2021,34,"11:02:24 AM","11:02:24 AM","11:03:33 AM",0,69,TRUE,2
181,04/01/2021,35,"11:08:17 AM","11:08:17 AM","11:08:53 AM",0,36,TRUE,2
182,04/01/2021,36,"11:15:17 AM","11:15:17 AM","11:23:16 AM",0,479,TRUE,1
183,04/01/2021,37,"11:17:32 AM","11:17:32 AM","11:21:13 AM",0,221,TRUE,1
184,04/01/2021,38,"11:20:30 AM","11:20:30 AM","11:27:13 AM",0,403,TRUE,1
185,04/01/2021,39,"11:29:43 AM","11:29:43 AM","11:30:11 AM",0,28,TRUE,1
186,04/01/2021,40,"11:34:38 AM","11:34:38 AM","11:39:24 AM",0,286,TRUE,0
187,04/01/2021,41,"11:41:12 AM","11:41:12 AM","11:41:13 AM",0,2,TRUE,0
188,04/01/2021,42,"11:41:22 AM","11:41:22 AM","11:49:27 AM",0,485,TRUE,2
189,04/01/2021,43,"11:43:27 AM","11:43:27 AM","11:47:52 AM",0,265,TRUE,2
190,04/01/2021,44,"11:52:56 AM","11:52:56 AM","12:03:40 PM",0,644,TRUE,2
191,04/01/2021,45,"11:53:15 AM","11:53:15 AM","12:13:35 PM",0,1220,TRUE,1
192,04/01/2021,46,"11:56:11 AM","11:56:11 AM","11:58:12 AM",0,122,TRUE,1
193,04/01/2021,47,"12:11:42 PM","12:11:42 PM","12:11:48 PM",0,6,TRUE,0
194,04/01/2021,48,"12:18:28 PM","12:18:28 PM","12:27:23 PM",0,535,TRUE,0
195,04/01/2021,49,"12:29:45 PM","12:29:45 PM","12:30:06 PM",0,21,TRUE,1
196,04/01/2021,50,"12:31:33 PM","12:31:33 PM","12:34:25 PM",0,172,TRUE,2
197,04/01/2021,51,"12:35:40 PM","12:35:40 PM","12:38:19 PM",0,159,TRUE,1
198,04/01/2021,52,"12:41:49 PM","12:41:49 PM","12:41:59 PM",0,10,TRUE,2
199,04/01/2021,53,"12:51:53 PM","12:51:53 PM","12:56:25 PM",0,272,TRUE,1
200,04/01/2021,54,"12:53:16 PM","12:53:16 PM","1:03:27 PM",0,612,TRUE,0
201,04/01/2021,55,"12:55:45 PM","12:55:45 PM","1:01:21 PM",0,336,TRUE,1
202,04/01/2021,56,"1:00:48 PM","1:00:48 PM","1:02:07 PM",0,80,TRUE,0
203,04/01/2021,57,"1:03:20 PM","1:03:20 PM","1:05:33 PM",0,133,TRUE,1
204,04/01/2021,58,"1:05:58 PM","1:05:58 PM","1:16:10 PM",0,612,TRUE,1
205,04/01/2021,59,"1:06:15 PM","1:06:15 PM","1:12:28 PM",0,373,TRUE,1
206,04/01/2021,60,"1:07:06 PM","1:07:06 PM","1:11:38 PM",0,272,TRUE,1
207,04/01/2021,61,"1:09:47 PM","1:09:47 PM","1:16:53 PM",0,426,TRUE,0
208,04/01/2021,62,"1:10:31 PM","1:11:38 PM","1:15:37 PM",67,238,FALSE,1
209,04/01/2021,63,"1:11:54 PM","1:12:28 PM","1:19:08 PM",34,400,TRUE,1
210,04/01/2021,64,"1:13:08 PM","1:15:37 PM","1:27:35 PM",149,718,FALSE,1
211,04/01/2021,65,"1:20:27 PM","1:20:27 PM","1:21:08 PM",0,42,TRUE,1
212,04/01/2021,66,"1:21:08 PM","1:21:08 PM","1:22:24 PM",0,76,TRUE,1
213,04/01/2021,67,"1:23:47 PM","1:23:47 PM","1:29:24 PM",0,337,TRUE,2
214,04/01/2021,68,"1:26:58 PM","1:26:58 PM","1:28:33 PM",0,95,TRUE,1
215,04/01/2021,69,"1:27:06 PM","1:27:06 PM","1:29:33 PM",0,147,TRUE,0
216,04/01/2021,70,"1:37:39 PM","1:37:39 PM","1:40:13 PM",0,155,TRUE,1
217,04/01/2021,71,"1:40:57 PM","1:40:57 PM","1:44:32 PM",0,215,TRUE,1
218,04/01/2021,72,"1:41:11 PM","1:41:11 PM","1:46:27 PM",0,316,TRUE,1
219,04/01/2021,73,"1:41:40 PM","1:41:40 PM","1:42:21 PM",0,41,TRUE,0
220,04/01/2021,74,"1:55:00 PM","1:55:00 PM","2:09:53 PM",0,893,TRUE,2
221,04/01/2021,75,"1:58:08 PM","1:58:08 PM","2:00:41 PM",0,153,TRUE,1
222,04/01/2021,76,"2:06:09 PM","2:06:09 PM","2:06:34 PM",0,25,TRUE,0
223,04/01/2021,77,"2:06:44 PM","2:06:44 PM","2:10:18 PM",0,214,TRUE,0
224,04/01/2021,78,"2:15:46 PM","2:15:46 PM","2:36:50 PM",0,1264,TRUE,1
225,04/01/2021,79,"2:20:18 PM","2:20:18 PM","2:21:44 PM",0,85,TRUE,1
226,04/01/2021,80,"2:23:19 PM","2:23:19 PM","2:28:10 PM",0,291,TRUE,1
227,04/01/2021,81,"2:30:34 PM","2:30:34 PM","2:35:37 PM",0,303,TRUE,1
228,04/01/2021,82,"2:32:31 PM","2:32:31 PM","2:37:45 PM",0,315,TRUE,1
229,04/01/2021,83,"2:41:09 PM","2:41:09 PM","2:43:54 PM",0,165,TRUE,0
230,04/01/2021,84,"2:41:53 PM","2:41:53 PM","2:43:19 PM",0,86,TRUE,1
231,04/01/2021,85,"2:42:30 PM","2:42:30 PM","2:49:34 PM",0,424,TRUE,1
232,04/01/2021,86,"2:46:26 PM","2:46:26 PM","3:03:17 PM",0,1011,TRUE,2
233,04/01/2021,87,"2:54:29 PM","2:54:29 PM","3:09:18 PM",0,889,TRUE,1
234,04/01/2021,88,"2:54:38 PM","2:54:38 PM","2:55:50 PM",0,72,TRUE,0
235,04/01/2021,89,"3:02:32 PM","3:02:32 PM","3:10:41 PM",0,489,TRUE,1
236,04/01/2021,90,"3:08:59 PM","3:08:59 PM","3:28:01 PM",0,1142,TRUE,2
237,04/01/2021,91,"3:09:38 PM","3:09:38 PM","3:13:25 PM",0,227,TRUE,0
238,04/01/2021,92,"3:20:45 PM","3:20:45 PM","3:26:03 PM",0,317,TRUE,1
239,04/01/2021,93,"3:22:27 PM","3:22:27 PM","3:33:21 PM",0,654,TRUE,2
240,04/01/2021,94,"3:23:13 PM","3:23:13 PM","3:35:21 PM",0,729,TRUE,2
241,04/01/2021,95,"3:24:55 PM","3:26:03 PM","3:28:42 PM",68,159,FALSE,2
242,04/01/2021,96,"3:25:33 PM","3:28:01 PM","3:29:01 PM",148,60,FALSE,1
243,04/01/2021,97,"3:32:44 PM","3:32:44 PM","3:35:33 PM",0,169,TRUE,2
244,04/01/2021,98,"3:32:59 PM","3:32:59 PM","3:39:38 PM",0,399,TRUE,1
245,04/01/2021,99,"3:36:09 PM","3:36:09 PM","3:42:09 PM",0,360,TRUE,0
246,04/01/2021,100,"3:37:05 PM","3:37:05 PM","3:37:15 PM",0,10,TRUE,1
247,04/01/2021,101,"3:42:29 PM","3:42:29 PM","3:49:43 PM",0,434,TRUE,1
248,04/01/2021,102,"3:44:07 PM","3:44:07 PM","3:46:50 PM",0,163,TRUE,1
249,04/01/2021,103,"3:44:54 PM","3:44:54 PM","3:48:05 PM",0,191,TRUE,0
250,04/01/2021,104,"3:51:40 PM","3:51:40 PM","3:57:40 PM",0,360,TRUE,0
251,04/01/2021,105,"3:56:10 PM","3:56:10 PM","4:11:58 PM",0,948,TRUE,2
252,04/01/2021,106,"3:56:45 PM","3:56:45 PM","4:00:33 PM",0,228,TRUE,1
253,04/01/2021,107,"3:58:57 PM","3:58:57 PM","4:01:57 PM",0,180,TRUE,0
254,04/01/2021,108,"4:00:14 PM","4:00:14 PM","4:07:22 PM",0,427,TRUE,1
255,04/01/2021,109,"4:16:16 PM","4:16:16 PM","4:16:43 PM",0,27,TRUE,1
256,04/01/2021,110,"4:16:38 PM","4:16:38 PM","4:19:57 PM",0,199,TRUE,2
257,04/01/2021,111,"4:25:36 PM","4:25:36 PM","4:25:47 PM",0,10,TRUE,1
258,04/01/2021,112,"4:28:23 PM","4:28:23 PM","4:31:42 PM",0,199,TRUE,2
259,04/01/2021,113,"4:33:08 PM","4:33:08 PM","4:40:15 PM",0,428,TRUE,2
260,04/01/2021,114,"4:38:39 PM","4:38:39 PM","4:44:47 PM",0,368,TRUE,0
261,04/01/2021,115,"4:39:37 PM","4:39:37 PM","4:41:51 PM",0,134,TRUE,2
262,04/01/2021,116,"4:51:12 PM","4:51:12 PM","5:05:39 PM",0,867,TRUE,1
263,04/01/2021,117,"4:51:12 PM","4:51:12 PM","4:58:35 PM",0,443,TRUE,1
264,04/01/2021,118,"4:51:29 PM","4:51:29 PM","4:57:15 PM",0,346,TRUE,0
265,04/01/2021,119,"4:51:57 PM","4:51:57 PM","4:52:55 PM",0,58,TRUE,0
266,04/01/2021,120,"4:52:19 PM","4:52:55 PM","4:55:30 PM",35,156,TRUE,1
267,04/01/2021,121,"4:52:45 PM","4:55:30 PM","4:55:54 PM",166,23,FALSE,1
268,04/01/2021,122,"4:53:28 PM","4:55:54 PM","4:59:49 PM",146,236,FALSE,0
269,04/01/2021,123,"5:02:18 PM","5:02:18 PM","5:04:09 PM",0,111,TRUE,2
270,04/01/2021,124,"5:15:48 PM","5:15:48 PM","5:18:30 PM",0,162,TRUE,0
271,04/01/2021,125,"5:18:33 PM","5:18:33 PM","5:20:33 PM",0,120,TRUE,1
272,04/01/2021,126,"5:19:11 PM","5:19:11 PM","5:33:27 PM",0,856,TRUE,1
273,04/01/2021,127,"5:23:35 PM","5:23:35 PM","5:26:38 PM",0,183,TRUE,1
274,04/01/2021,128,"5:23:47 PM","5:23:47 PM","5:23:48 PM",0,1,TRUE,2
275,04/01/2021,129,"5:37:59 PM","5:37:59 PM","5:41:39 PM",0,220,TRUE,1
276,04/01/2021,130,"5:45:22 PM","5:45:22 PM","5:48:17 PM",0,176,TRUE,1
277,04/01/2021,131,"5:48:03 PM","5:48:03 PM","5:52:46 PM",0,283,TRUE,2
278,04/01/2021,132,"5:51:44 PM","5:51:44 PM","5:56:53 PM",0,310,TRUE,1
